pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
159,10.1080/15398285.2020.1794193,NA,Article,2020,Influenza Pandemic: A Webliography,Journal of Consumer Health on The Internet,24,3,321-327,https://openalex.org/W3081661859,NA,NA,NA,NA
160,NA,NA,Article,2012,MULER: Building an Electronic Resource Management (ERM) Solution at York University,The Journal of Library Innovation,3,2,105-122,https://openalex.org/W2112854562,NA,NA,NA,NA
161,10.3233/WDL-120090,NA,Article,2012,Promoting Open Digital Scholarship: A Canadian Library Perspective,World Digital Libraries-An international journal,5,2,59-70,NA,NA,NA,NA,NA
162,NA,NA,Article,2010,Promoting Public Access Policies–A New Role for Librarians,NA,64,3,NA,NA,NA,NA,NA,NA
163,NA,NA,Article,2007,A study of Canadian authorship in selected SPARC Alternative journals in the early years after their introduction,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,Book,1997,Arrowdreams: An Anthology of Alternate Canadas,Nuage Editions,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,Article,2002,Bridging the two cultures: a collaborative approach to managing electronic resources,Issues in Science and Technology Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,NA,Conference Poster,2002,By the Bootstraps: Building an Engineering Collection from the Ground Up,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,10.1353/pla.2005.0049,NA,Article,2005,Collaborative Electronic Resource Management,portal: Libraries and the Academy,5,4,576-577,NA,NA,NA,NA,NA
168,10.1080/13614570500082931,NA,Article,2004,Creating dynamic subject guides,New Review of Information Networking,10,2,271-277,NA,NA,NA,NA,NA
169,10.5703/1288284314923,NA,Conference Presentation,2012,Keeping Up with the Things that Matter: Current Awareness Tools and Strategies for Academic Libraries,Something's Gotta Give: Charleston Conference Proceedings,NA,NA,331,NA,NA,NA,NA,NA
170,NA,NA,Article,2009,My Job in 10 Years: The Future of Academic Libraries (Access article),Ontario Library Association,NA,NA,NA,NA,NA,NA,NA,NA
171,NA,NA,Conference Presentation,2010,Our Job in 10 Years: The Future of Academic Libraries,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,NA,Article,2011,Publishing Articles in Scholarly Journals in the Sciences,York University,NA,NA,NA,NA,NA,NA,NA,NA
173,NA,NA,Article,2013,Review of supporting the changing research practices of chemists: Research support services: Chemistry project,Collaborative Librarianship,5,4,260-262,NA,NA,NA,NA,NA
174,NA,NA,Commentary,2013,"The Canadian War on Science: A long, unexaggerated, devastating chronological indictment",The Georgia Straight,NA,NA,NA,NA,NA,NA,NA,NA
175,NA,NA,Conference Presentation,2010,Using a Blog to Engage Students in Literature Search Skills Sessions,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,NA,Conference Presentation,2009,Web 2.0 Community Building Strategies: The World of Science 2.0,Ontario Library Association,NA,NA,NA,NA,NA,NA,NA,NA
177,10.1108/14684520310510046,NA,Article,2003,A review of the development and application of the Web Impact Factor,Online Information Review,27,6,407-417,NA,NA,NA,NA,NA
178,10.1108/00012530810847344,NA,Article,2008,Assessing the international web connectivity of research groups,Aslib Proceedings,61,2,18-32,NA,NA,NA,NA,NA
179,10.1177/0894439303253980,NA,Article,2003,Exploiting hyperlinks to study academic Web use,Social Science Computer Review,21,3,340-351,NA,NA,NA,NA,NA
180,NA,NA,Article,2012,"F1000, Mendeley and Traditional Bibliometric Indicators",The 17th International Conference on Science and Technology Indicators,NA,NA,541-551,NA,NA,NA,NA,NA
181,10.3145/epi.2021.sep.08,NA,Article,2021,"How are encyclopedias cited in  academic research? Wikipedia,  Britannica, Baidu Baike, and  Scholarpedia",Profesional de la información,30,5,NA,NA,NA,NA,NA,NA
182,10.1007/s11192-005-0246-7,NA,Article,2005,"National and international university departmental Web site interlinking, Part 1: Validation of departmental link analysis",Scientometrics,64,2,151-185,NA,NA,NA,NA,NA
183,10.1007/s11192-005-0247-6,NA,Article,2005,"National and international university departmental web site interlinking, Part 2: Link patterns",Scientometrics,64,2,187-208,NA,NA,NA,NA,NA
184,NA,NA,Thesis,2005,National and international university departmental Web site interlinking: a webometric analysis,University of Wolverhampton,NA,NA,NA,NA,NA,NA,NA,NA
185,10.1023/a:1024189702463,NA,Article,2003,The relationship between the WIFs or inlinks of computer science departments in UK and their RAE ratings or research productivities in 2001,Scientometrics,57,2,239-255,NA,NA,NA,NA,NA
186,10.1108/AJIM-03-2015-0050,NA,Article,2015,"The role of arXiv, RePEc, SSRN and PMC in formal scholarly communication",Aslib Journal of Information Management,68,7,614-636,NA,NA,NA,NA,NA
187,10.1007/s11192-011-0580-x,NA,Article,2012,Validating online reference managers for scholarly impact measurement,Scientometrics,91,2,461-471,NA,NA,NA,NA,NA
188,10.1108/14684520310502298,NA,NA,2003,Which academic subjects have most online impact? A pilot study and a new classification process,Online Information Review,27,5,333-343,NA,NA,NA,NA,NA
189,10.1002/asi.20476,NA,Article,2007,Which factors explain the Web impact of scientists' personal homepages?,Journal of the American Society for Information Science and Technology,58,2,200-211,NA,NA,NA,NA,NA
190,NA,NA,Conference Presentation,2017,Supplementing Traditional Ways of Measuring Scholarly Impact: The Altmetrics Way,ACRL,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,NA,Conference Presentation,2007,Addressing Student Needs By Offering Customized RSS Feeds: TRY 2007,TRY 2007,NA,NA,NA,NA,NA,NA,NA,NA
192,NA,NA,Conference Presentation,2010,Comparing Scholars Portal & ebrary e-book platforms:,Ontario Library Association Annual Conference,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,Conference Presentation,2009,E-books in the Sciences,SLA,NA,NA,NA,NA,NA,NA,NA,NA
194,NA,NA,Conference Presentation,2009,E-books in the Sciences: Gauging Faculty and Graduate Students Needs:,SLA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,NA,Article,2009,E-books in the sciences: if we buy it will they use it?,"Issues in Science & Technology Librarianship, ACRL, Science and Technology …",NA,NA,NA,NA,NA,NA,NA,NA
196,10.1038/nrcardio.2009.223,NA,Review,2010,Effects of cardiac rehabilitation referral strategies on referral and enrollment rates,Nature reviews cardiology,7,2,87-96,NA,NA,NA,NA,NA
197,NA,NA,Conference Presentation,2007,Enhancing Student Participation at Steacie Library Using New Web Technologies: TRY 2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,NA,Conference Presentation,2009,Keeping Up With RSS,OLA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,NA,Conference Presentation,2015,Learning Mendeley through Certification Program for Librarians,Charleston Library Conference,NA,NA,NA,NA,NA,NA,NA,NA
200,10.5703/1288284316299,NA,Proceedings Paper,2015,Learning Mendeley Through Its Certification Program for Librarians,WHERE DO WE GO FROM HERE?,NA,NA,447-453,NA,NA,NA,NA,NA
201,NA,NA,Report,2016,Library Open Access Funds in Canada:   review and recommendations,CARL,NA,NA,NA,NA,NA,NA,NA,NA
202,NA,NA,Conference Presentation,2010,Road to Open Access in the Sciences: Exploring publishing trends in OA journals at York University,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,NA,NA,Article,2011,Open access funds: A Canadian library survey,Partnership: Canadian Journal of Library and Information Practice and Research,6,1,NA,NA,NA,NA,NA,NA
204,10.5860/crl-203,NA,Article,2012,Open Access Publishing: What Authors Want,College & Research Libraries,73,2,182-195,NA,NA,NA,NA,NA
205,10.3233/WDL-120091,NA,Article,2012,Promoting Open Digital Scholarship: A Canadian Library Perspective,World Digital Libraries-An international journal,5,2,59-70,NA,NA,NA,NA,NA
206,NA,NA,Conference Presentation,2010,Promoting Public Access Policies–A New Role for Librarians,Sci-Tech News,64,3,NA,NA,NA,NA,NA,NA
207,NA,NA,Conference Presentation,2011,Publishing Trends and Open Access Journals at York University,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,NA,NA,Conference Presentation,2012,PubMed Central Canada & Faculty Perspectives: Open Access to Health Research at York University,CARL,NA,NA,NA,NA,NA,NA,NA,NA
209,10.1016/j.acalib.2012.11.005,NA,Article,2013,PubMed Central Canada: Beyond an Open Access Repository?,The Journal of academic librarianship,39,1,76-83,NA,NA,NA,NA,NA
210,NA,NA,Conference Presentation,2021,Repositioning altmetrics: From metrics to indicators of research strengths,BRIC,NA,NA,NA,NA,NA,NA,NA,NA
211,NA,NA,Conference Proceeding,2010,Road to Open Access in the Sciences: Exploring publishing trends in OA journals at York University,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,Article,2010,RSS feeds from STM databases: innovative possibilities,Issues in Science & Technology Librarianship,NA,61,NA,NA,NA,NA,NA,NA
213,NA,NA,Conference Presentation,2017,Supplementing Traditional Ways Of Measuring Scholarly Impact,ACRL,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,article,2009,Systematic Reviews,Circulation,416,NA,736-5084,NA,NA,NA,NA,NA
215,NA,NA,Conference Presentation,2016,The Changing Landscape of Citation Management Tools: York University Faculty & Students Survey Results,OLA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,Conference Presentation,2009,The Chemistry of Scopus & Web of Science: UfT Chemistry Librarians 2009,Chemistry Librarians Converence,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,Conference Presentation,2013,The Growth of Open Access Across Canadian Universities,CLA,NA,NA,NA,NA,NA,NA,NA,NA
218,10.5062/F43F4MH6,NA,Article,2010,Tips from the Experts,Issues in Science and Technology Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,Conference Presentation,2008,Using New Books Blog at Steacie Library to Understand Academic Community Needs,TRY,NA,NA,NA,NA,NA,NA,NA,NA
220,NA,NA,Conference Presentation,2008,Using Online Tools to Engage the Science Community at York University: SLA 2008,SLA,NA,NA,NA,NA,NA,NA,NA,NA
221,10.5260/chara.12.2.41,NA,Article,2010,WizFolio,The Charleston Advisor,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,Report,2017,Metadata for Discovery: Disciplinary Standards and Crosswalk Progress Report,CARL,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,Report,2017,Métadonnées pour la découverte: Rapport d’étape sur les normes disciplinaires et les tableaux de concordance,CARL,NA,NA,NA,NA,NA,NA,NA,NA
224,10.1080/19386389.2018.1443698,NA,Article,2017,Open metadata for research data discovery in Canada,Journal of Library Metadata,17,3-4,201-217,NA,NA,NA,NA,NA
225,NA,NA,Article,2007,Research and Evidence-based Librarianship in the Corporate and Academic Library: Two Recent Graduates' Perspectives,Feliciter,53,1,18,NA,NA,NA,NA,NA
226,10.1108/RSR-05-2017-0016,NA,Article,2018,Seeing through the network: A focus on interdisciplinary student research and information discovery,Reference Services Review,46,1,44666,NA,NA,NA,NA,NA
227,10.5860/crln.75.6.9137.,NA,Article,2014,2014 Top Trends in Academic Libraries: A Review of the Trends and Issues Affecting Academic Libraries in Higher Education,College and Research Libraries News,75,6,274-281,NA,NA,NA,NA,NA
228,10.5860/crln.79.6.286,NA,NA,2018,2018 top trends in academic libraries: A review of the trends and issues affecting academic libraries in higher education,College and Research Libraries News,79,6,286,NA,NA,NA,NA,NA
229,10.5860/crln.81.6.270,NA,NA,2020,2020 Top Trends in Academic Libraries,College and Research Libraries News,81,6,270,NA,NA,NA,NA,NA
230,NA,NA,Conference Presentation,2011,A-LIEP 2011: Data Needs and Data Services: A Case Study,"Issues, Challenges and Opportunities: Proceedings of the 4th Asia-Pacific Conference on Library & Information Education and Practice 2011",NA,NA,443-439,NA,NA,NA,NA,NA
231,NA,NA,Data Management Plan,2016,A Data Management Plan for Effects of particle size on physical and chemical properties of mine wastes,Research Ideas and Outcomes,2,NA,NA,NA,NA,NA,NA,NA
232,10.7282/T3222RT1,NA,Conference Presentation,2013,"Academic Library, e-Science/e-Research, and Data Services in a Broader Context",ACRL (Association of College and Research Libraries),NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,Article,2021,ACRL 2021 Environmental Scan,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,10.1016/j.acalib.2016.06.003,NA,Article,2016,Assessing and serving the workshop needs of graduate students,The Journal of Academic Librarianship,42,5,569-580,NA,NA,NA,NA,NA
235,10.5860/crl13-435,NA,Article,2014,Competencies and responsibilities of social science data librarians: An analysis of job descriptions,College & research libraries,75,3,362-388,NA,NA,NA,NA,NA
236,10.7282/T33R0R7V.,NA,Article,2012,"Data’s Different Missions in E-Science, E-Social Sciences and E-Humanities",NA,NA,NA,NA,NA,NA,NA,NA,NA
237,10.1080/0194262X.2015.1085348,NA,Article,2015,Embedded data librarianship: A case study of providing data management support for a science department,Science & Technology Libraries,34,3,228-240,NA,NA,NA,NA,NA
238,10.2307/3512168,NA,Article,2005,Factors leading to clergy job search in two Protestant denominations,Review of Religious Research,46,4,380-402,NA,NA,NA,NA,NA
239,NA,NA,Executive Summary,2020,Institutional Research Data Management Services Capacity Survey: Executive Summary,Portage,NA,NA,NA,NA,NA,NA,NA,NA
240,10.1108/07419051111202637,NA,Conference Presentation,2011,"Library 2.011 World‐wide Virtual Conference,“The Future of Libraries in the Digital Age”, November 2‐4, 2011",Library Hi Tech News,28,10,44566,NA,NA,NA,NA,NA
241,10.7191/jeslib.2015.1080,NA,Article,2015,Preparing to accept research data: creating guidelines for librarians,J eSci Libr,4,2,NA,NA,NA,NA,NA,NA
242,10.12688/openreseurope.13369.1,NA,Article,2021,Radical collaboration during a global health emergency: Development of the RDA COVID-19 data sharing recommendations and guidelines,Open Research Europe,1,NA,69,NA,NA,NA,NA,NA
243,10.7191/jeslib.2015.1067,NA,Article,2015,Required data management training for graduate students in an earth and environmental sciences department,Journal of eScience Librarianship,4,1,3,NA,NA,NA,NA,NA
244,10.7282/T3BZ64FM,NA,Article,2011,Serving the future e-science researchers: library computing data services for graduate students on the Rutgers Newark campus,Synergy: News from ARL Diversity Programs,7,NA,44751,NA,NA,NA,NA,NA
245,NA,NA,Executive Summary,2020,Sondage sur la capacité des services institutionnels de gestion des données de recherche: Sommaire,Portage,NA,NA,NA,NA,NA,NA,NA,NA
246,10.1108/PROG-04-2012-0010,NA,Article,2013,Supporting the research process through expanded library data services,PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,47,3,282-303,NA,NA,NA,NA,NA
247,10.7282/T3G15Z7D,NA,Conference Presentation,2011,Teaching Data Computing Literacy to Future e-Scientists: From a Critical Literacy Perspective,Rutgers University,NA,NA,NA,NA,NA,NA,NA,NA
248,10.7939/R3MK65P51,NA,Conference Presentation,2018,"Analysis of Canadian wireless spectrum auctions: Licence ownership and deployment in the 700 MHz, 2500 MHz and 3500 MHz frequency ranges",NA,NA,NA,NA,NA,NA,NA,NA,NA
249,10.7939/r3-ewmx-0g86,NA,Thesis,2019,Catagora: Shared Library Cataloguing on the Ethereum Blockchain,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,Article,2020,"Chris Russill, Carleton University",Canadian Journal of Communication,45,NA,44625,NA,NA,NA,NA,NA
251,10.7939/r3-zzwh-ty69,NA,Conference Presentation,2019,Copyright OER as Open Education Enabler,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,10.7939/r3-vx98-8j46,NA,Conference Presentation,2021,Dirty Consultation Tactics and Policy Advocacy Laundering,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,Article,2019,Know your audience (s): Collaborating for Copyright Education,International Journal of Open Educational Resources,2,1,79-98,NA,NA,NA,NA,NA
254,10.13140/RG.2.2.27993.83041,NA,Course Paper,2017,Librarianship in the Information Age: A Manifesto,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,10.1080/15228959.2017.1413480,NA,Article,2018,Moving Open Access to “Post-Open”,Public Services Quarterly,14,1,83-91,NA,NA,NA,NA,NA
256,10.5325/jinfopoli.8.2018.0167,NA,Article,2018,"Ongoing policy, regulatory, and competitive challenges facing Canada's small Internet service providers",Journal of Information Policy,8,1,167-198,NA,NA,NA,NA,NA
257,10.7939/r3-7w8t-6j76,NA,Conference Presentation,2021,Rural vs Urban vs 5G: An Analysis of Canadian 3500MHz Spectrum Auction Consultations,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,10.22230/cjc.2020v45n1a3527,NA,Article,2020,"Shaping"" Digital Futures"" in Alberta: Community Engagement for Rural Broadband Development.",Canadian Journal of Communication,45,1,NA,NA,NA,NA,NA,NA
259,10.7939/r3-b0kz-7152,NA,Conference Presentation,2019,Strengths and Limitations of Open Educational Resources to Advance Copyright Literacy,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,Summary Notes,2019,Summary Notes: review of digital scholarship needs assessments and case examples,Digital Scholarship at York University,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,Book Review,2020,The Culture of Digital Scholarship in Academic Libraries,College & Research Libraries,81,2,320-322,NA,NA,NA,NA,NA
